folder	key	title	score	year	developer	source
gba	lunar legend	Lunar: Legend	75	2002	Japan Art Media Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	mega man bass	Mega Man & Bass	75	2002	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	breath of fire	Breath of Fire	75	2001	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	dk king of swing	DK: King of Swing	75	2005	Paon Corporation, Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	dragon ball z supersonic warriors	Dragon Ball Z: Supersonic Warriors	75	2004	Arc System Works Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	lucky luke wanted	Lucky Luke: Wanted!	75	2001	Infogrames Europe SA	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	sabre wulf	Sabre Wulf	75	2004	Rare Limited	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	sonic pinball party	Sonic Pinball Party	75	2003	Sonic Team	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	the lord of the rings the two towers	The Lord of the Rings: The Two Towers	75	2002	Griptonite, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	kirby the amazing mirror	Kirby & The Amazing Mirror	74	2004	HAL Laboratory, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	hamtaro rainbow rescue	Hamtaro: Rainbow Rescue	74	2003	AlphaDream Corporation, Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	phantasy star collection	Phantasy Star Collection	74	2002	Digital Eclipse Software, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	super robot taisen original generation	Super Robot Taisen: Original Generation	74	2002	Banpresoft Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	space invaders	Space Invaders	74	2002	Z-Axis, Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	the lord of the rings the return of the king	The Lord of the Rings: The Return of the King	74	2003	Griptonite, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	tim burton s the nightmare before christmas the p	Tim Burton's The Nightmare Before Christmas: The P...	74	2005	Tose Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	scurge hive	Scurge: Hive	74	2006	Orbital Media, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	final fight one	Final Fight One	74	2001	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	bubble bobble old new	Bubble Bobble Old & New	74	2002	Taito Corporation	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	ct special forces	CT Special Forces	74	2002	Light & Shadow Production	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	droopy s tennis open	Droopy's Tennis Open	74	2002	Bit Managers S.L.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	tmnt	TMNT	74	2007	Ubisoft Entertainment Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	ct special forces back in the trenches	CT Special Forces: Back in the Trenches	74	2003	Light & Shadow Production	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	disney s lilo stitch	Disney's Lilo & Stitch	74	2002	Digital Eclipse Software, Inc.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	fifa soccer 2004	FIFA Soccer 2004	74	2003	Exient Entertainment	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
gba	kelly slater s pro surfer	Kelly Slater's Pro Surfer	74	2002	HotGen Ltd.	https://www.mobygames.com/game/platform:gameboy-advance/sort:critic_score/page:4/
n64	carmageddon 2 carpocalypse now	Carmageddon 2: Carpocalypse Now	28	1999	Software Creations Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	saban s power rangers lightspeed rescue	Saban's Power Rangers: Lightspeed Rescue	30	2000	Mass Media, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	batman beyond return of the joker	Batman Beyond: Return of the Joker	30	2000	Kemco	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	superman	Superman	32	1999	Titus France SA	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	jeopardy	Jeopardy!	33	1998	GameTek, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	mike piazza s strike zone	Mike Piazza's Strike Zone	38	1998	Devil's Thumb Entertainment	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	transformers beast wars transmetals	Transformers: Beast Wars Transmetals	38	1999	Locomotive Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	wcw nitro	WCW Nitro	42	1999	Inland Productions, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	dual heroes	Dual Heroes	42	1997	Produce Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	clay fighter sculptor s cut	Clay Fighter: Sculptor's Cut	43	1998	Interplay Entertainment Corp.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	polaris snocross	Polaris SnoCross	44	2000	The Golden Gate Game Company	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	rugrats scavenger hunt	Rugrats: Scavenger Hunt	44	1999	Realtime Associates Seattle Division	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	south park chef s luv shack	South Park: Chef's Luv Shack	44	1999	Acclaim Studios Austin	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	fox sports college hoops 99	Fox Sports College Hoops '99	46	1998	Z-Axis, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	knife edge nose gunner	Knife Edge: Nose Gunner	46	1998	Kotobuki System Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	wheel of fortune	Wheel of Fortune	47	1997	GameTek, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	milo s astro lanes	Milo's Astro Lanes	48	1998	Player 1	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	hey you pikachu	Hey You, Pikachu!	48	1998	Ambrella	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	war gods	War Gods	48	1997	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	cruis n usa	Cruis'n USA	50	1996	Midway Manufacturing Company	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	mega man legends	Mega Man Legends	50	2000	Capcom Production Studio 2	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	aidyn chronicles the first mage	Aidyn Chronicles: The First Mage	52	2000	H2O Entertainment Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	aerogauge	AeroGauge	52	1997	Locomotive Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	asteroids hyper 64	Asteroids Hyper 64	52	1999	Syrox Developments, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	clay fighter 63 1 3	Clay Fighter 63 1/3	52	1997	Interplay Entertainment Corp.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	california speed	California Speed	52	1999	Atari Games Corporation	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	rampage 2 universal tour	Rampage 2: Universal Tour	52	1999	Avalanche Software LLC	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	wcw backstage assault	WCW Backstage Assault	53	2000	Kodiak Interactive Software Studios, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	john romero s daikatana	John Romero's Daikatana	53	2000	Ion Storm, L.P.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	air boarder 64	Air Boarder 64	53	1998	Human Entertainment, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	aerofighters assault	AeroFighters Assault	54	1997	Paradigm Entertainment Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	army men sarge s heroes 2	Army Men: Sarge's Heroes 2	54	2000	The 3DO Company	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	rugrats in paris the movie	Rugrats in Paris: The Movie	55	2000	Avalanche Software LLC	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	paperboy	Paperboy	55	1999	High Voltage Software, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	fifa soccer 64	FIFA Soccer 64	55	1997	Extended Play Productions	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	deadly arts	Deadly Arts	55	1998	Konami Computer Entertainment Osaka Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	rally challenge 2000	Rally Challenge 2000	56	2000	Genki Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	mortal kombat mythologies sub zero	Mortal Kombat Mythologies: Sub-Zero	56	1997	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	chameleon twist 2	Chameleon Twist 2	56	1998	Japan System Supply	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	hercules the legendary journeys	Hercules: The Legendary Journeys	56	2000	Player 1	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	nfl qb club 2001	NFL QB Club 2001	56	2000	High Voltage Software, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	army men sarge s heroes	Army Men: Sarge's Heroes	56	1999	The 3DO Company	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	south park rally	South Park Rally	56	2000	Tantalus Interactive Pty. Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	penny racers	Penny Racers	57	1998	Locomotive Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	doraemon nobita to 3 tsu no seireiseki	Doraemon: Nobita to 3-tsu no Seireiseki	57	1997	Epoch Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	star soldier vanishing earth	Star Soldier: Vanishing Earth	57	1998	Hudson Soft Company, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	off road challenge	Off Road Challenge	57	1998	Midway Home Entertainment, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	battlezone rise of the black dogs	Battlezone: Rise of the Black Dogs	58	2000	Climax	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	scooby doo classic creep capers	Scooby-Doo!: Classic Creep Capers	58	2000	TerraGlyph Interactive Studios, L.P.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	disney pixar a bug s life	Disney·Pixar A Bug's Life	58	1999	Traveller's Tales (UK) Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:1/
n64	cruis n exotica	Cruis'n Exotica	58	2000	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nagano winter olympics 98	Nagano Winter Olympics '98	58	1997	Konami Computer Entertainment Tokyo Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nba in the zone 2000	NBA in the Zone 2000	58	2000	Konami Computer Entertainment Osaka Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	monster truck madness 64	Monster Truck Madness 64	59	1999	Edge of Reality, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	fighting force	Fighting Force	59	1999	Core Design Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	road rash 64	Road Rash 64	59	1999	Pacific Coast Power and Light	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	rampage world tour	Rampage World Tour	59	1998	Game Refuge Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	triple play 2000	Triple Play 2000	59	1999	Electronic Arts Canada	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	jeremy mcgrath supercross 2000	Jeremy McGrath Supercross 2000	59	2000	Acclaim Studios Salt Lake City	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	64 zum	64 Ōzumō	60	1997	Bottom Up	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	blues brothers 2000	Blues Brothers 2000	61	2000	Player 1	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	bassmasters 2000	BassMasters 2000	61	1999	Mass Media, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nascar 2000	NASCAR 2000	61	1999	Stormfront Studios	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	bottom of the 9th	Bottom of the 9th	62	1999	Konami Computer Entertainment Chicago, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	pga european tour golf	PGA European Tour Golf	62	2000	Infogrames Studios Limited	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	midway s greatest arcade hits volume i	Midway's Greatest Arcade Hits Volume I	62	2000	Digital Eclipse Software, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	fighter destiny 2	Fighter Destiny 2	62	1999	Genki Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	gt 64 championship edition	GT 64: Championship Edition	62	1998	Media Design & Art, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	olympic hockey 98	Olympic Hockey 98	62	1998	Treyarch Invention, LLC	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	brunswick circuit pro bowling	Brunswick Circuit Pro Bowling	62	1999	Point of View, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	true golf classics waialae country club	True Golf Classics: Waialae Country Club	62	1998	T&E Soft, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	robotron 64	Robotron 64	62	1998	Player 1	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	twisted edge extreme snowboarding	Twisted Edge: Extreme Snowboarding	63	1998	Boss Game Studios Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	big mountain 2000	Big Mountain 2000	63	1998	Natsume Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	space invaders	Space Invaders	63	1999	Z-Axis, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nhl blades of steel 99	NHL Blades of Steel '99	63	1999	Konami OSA Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	south park	South Park	63	1998	Iguana Entertainment Incorporated	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nba in the zone 99	NBA in the Zone '99	63	1999	Konami Computer Entertainment Osaka Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	dark rift	Dark Rift	63	1997	Kronos Digital Entertainment	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	ecw hardcore revolution	ECW Hardcore Revolution	63	2000	Acclaim Studios Salt Lake City	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	hexen beyond heretic	Hexen: Beyond Heretic	64	1997	Raven Software Corporation	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	monopoly	Monopoly	64	1999	Minds Eye Productions	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	quest 64	Quest 64	64	1998	Imagineer Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	ucchan nanchan no hon no challenger denry irair	Ucchan Nanchan no Honō no Challenger: Denryū IraIr...	64	1997	Yuke's Co. Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	disney pixar toy story 2 buzz lightyear to the re	Disney•Pixar Toy Story 2: Buzz Lightyear to the Re...	64	1999	Traveller's Tales (UK) Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	taz express	Taz Express	64	2000	Zed Two Game Design Studio	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	in fisherman bass hunter 64	In-Fisherman Bass Hunter 64	65	1999	GearHead Entertainment	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nba in the zone 98	NBA in the Zone '98	65	1998	Konami Computer Entertainment Osaka Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	shadowgate 64 trials of the four towers	Shadowgate 64: Trials of the Four Towers	65	1999	TNS Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	starshot space circus fever	Starshot: Space Circus Fever	65	1998	Infogrames Europe SA	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	neon genesis evangelion	Neon Genesis Evangelion	65	1999	BEC Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	super bowling	Super Bowling	65	1999	Athena Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	mortal kombat trilogy	Mortal Kombat Trilogy	65	1996	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	destruction derby 64	Destruction Derby 64	66	1999	Looking Glass Studios, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	charlie blast s territory	Charlie Blast's Territory	66	1999	Realtime Associates, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	mia hamm soccer 64	Mia Hamm Soccer 64	66	1999	DC Studios, Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	hot wheels turbo racing	Hot Wheels: Turbo Racing	66	1999	Stormfront Studios	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	cybertiger	CyberTiger	66	2000	Saffire, Inc	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	golden nugget 64	Golden Nugget 64	66	1998	Westwood Pacific	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	nightmare creatures	Nightmare Creatures	66	1998	Kalisto Entertainment SA	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:2/
n64	chameleon twist	Chameleon Twist	66	1997	Japan System Supply	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	bomberman 64 the second attack	Bomberman 64: The Second Attack	66	1999	Hudson Soft Company, Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	bomberman hero	Bomberman Hero	66	1998	A.I Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	all star tennis 99	All Star Tennis '99	66	1999	Smartdog	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	earthworm jim 3d	Earthworm Jim 3D	66	1999	VIS Entertainment Limited	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	tom and jerry in fists of furry	Tom and Jerry in Fists of Furry	67	2000	VIS Entertainment Limited	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	flying dragon	Flying Dragon	67	1997	Culture Brain Inc.	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	chopper attack	Chopper Attack	67	1997	SETA Corporation	https://www.mobygames.com/game/platform:n64/sort:-critic_score/page:3/
n64	pocket monsters stadium	Pocket Monsters Stadium	67	1998	Nintendo Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	nfl quarterback club 2000	NFL Quarterback Club 2000	67	1999	Acclaim Studios Austin	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	nascar 99	NASCAR 99	67	1998	Stormfront Studios	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	f1 pole position 64	F1 Pole Position 64	68	1997	Human Entertainment, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	premier manager ninety nine	Premier Manager Ninety Nine	68	1999	Dinamic Multimedia, S.A.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	lego racers	LEGO Racers	68	1999	High Voltage Software, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	nba showtime nba on nbc	NBA Showtime: NBA on NBC	68	1999	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	supercross 2000	Supercross 2000	68	1999	MBL Research, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	armorines project s w a r m	Armorines: Project S.W.A.R.M.	68	1999	Acclaim Studios Limited	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	xena warrior princess the talisman of fate	Xena: Warrior Princess - The Talisman of Fate	68	1999	Saffire, Inc	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	cruis n world	Cruis'n World	69	1997	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	namco museum 64	Namco Museum 64	69	1999	Mass Media, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	wcw mayhem	WCW Mayhem	69	1999	Kodiak Interactive Software Studios, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	indy racing 2000	Indy Racing 2000	69	2000	Paradigm Entertainment Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	re volt	Re-Volt	69	1999	Probe Entertainment Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	ready 2 rumble boxing round 2	Ready 2 Rumble Boxing: Round 2	69	2000	Midway Games, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	nba hangtime	NBA Hangtime	69	1996	Funcom Oslo A/S	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	gex enter the gecko	Gex: Enter the Gecko	70	1998	Crystal Dynamics, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	rush 2 extreme racing usa	Rush 2: Extreme Racing USA	70	1998	Atari Games Corporation	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	magical tetris challenge	Magical Tetris Challenge	70	1998	Capcom Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	rat attack	Rat Attack!	70	2000	Pure Entertainment Games Plc	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	virtual chess 64	Virtual Chess 64	70	1998	Titus France SA	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	automobili lamborghini	automobili Lamborghini	70	1997	Titus France SA	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	looney tunes duck dodgers starring daffy duck	Looney Tunes: Duck Dodgers - Starring Daffy Duck	70	2000	Paradigm Entertainment Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	rakugakids	Rakugakids	70	1998	Konami Computer Entertainment Kobe, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	knockout kings 2000	Knockout Kings 2000	70	1999	Black Ops Entertainment, LLC	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	top gear hyper bike	Top Gear Hyper-Bike	70	2000	Snowblind Studios, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	tigger s honey hunt	Tigger's Honey Hunt	71	2000	Doki Denki SA	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	snowboard kids 2	Snowboard Kids 2	71	1999	Racdym	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	famista 64	Famista 64	71	1997	Namco Limited	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	battletanx	BattleTanx	71	1998	The 3DO Company	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	san francisco rush extreme racing	San Francisco Rush: Extreme Racing	71	1997	Atari Games Corporation	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	castlevania legacy of darkness	Castlevania: Legacy of Darkness	71	1999	Konami Computer Entertainment Kobe, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	bio freaks	Bio Freaks	71	1998	Midway Home Entertainment, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	tonic trouble	Tonic Trouble	71	1999	Ubi Soft Entertainment Software	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	gauntlet legends	Gauntlet: Legends	71	1999	Atari Games Corporation	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	gex 3 deep cover gecko	Gex 3: Deep Cover Gecko	71	1999	Crystal Dynamics, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	simcity 2000	SimCity 2000	72	1998	Maxis Software Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	hybrid heaven	Hybrid Heaven	72	1999	Konami Computer Entertainment Osaka Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	wayne gretzky s 3d hockey 98	Wayne Gretzky's 3D Hockey '98	72	1997	Software Creations Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	disney s tarzan	Disney's Tarzan	72	2000	Eurocom Developments Ltd	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	bomberman 64	Bomberman 64	72	1997	Hudson Soft Company, Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	mission impossible	Mission: Impossible	72	1998	Infogrames Europe SA	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	nba jam 99	NBA Jam 99	73	1998	Iguana West	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	lode runner 3 d	Lode Runner 3-D	73	1999	Big Bang Software, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	ch k kan night pro yaky king	Chōkūkan Night: Pro Yakyū King	73	1996	Genki Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	dr mario 64	Dr. Mario 64	73	2001	Nintendo Co., Ltd.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	indiana jones and the infernal machine	Indiana Jones and the Infernal Machine	73	2000	LucasArts Entertainment Company LLC	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	battletanx global assault	BattleTanx: Global Assault	73	1999	The 3DO Company	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	kirby 64 the crystal shards	Kirby 64: The Crystal Shards	73	2000	HAL Laboratory, Inc.	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:4/
n64	iggy s reckin balls	Iggy's Reckin' Balls	73	1998	Iguana Entertainment Incorporated	https://www.mobygames.com/game/platform:n64/sort:critic_score/page:3/
