folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
gamegear	nfl quarterback club 96	NFL Quarterback Club '96		6.3	1995-10-27	Condor	Acclaim Entertainment		GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.7, n=22)=6.8; LaunchBox Community=6.3
gamegear	nhl all star hockey	NHL All Star Hockey	4.8	5.3	1995-01-01	Gray Matter	Sega of America	MobyGames (n=5)=4.8	GameFAQs community=5.4; LaunchBox community Bayesian (raw 4.6, n=24)=5.3; LaunchBox Community=5.3
gamegear	nhl hockey	NHL Hockey		6.6	1995-01-01	Realtime Associates	Electronic Arts		GameFAQs community=6.1; LaunchBox community Bayesian (raw 7.1, n=30)=7.1; LaunchBox Community=6.6
gamegear	ninja gaiden	Ninja Gaiden	6.9	7.0	1991-11-01	Japan System House	Sega of America	MobyGames (n=5)=6.9	GameFAQs community=6.1; LaunchBox community Bayesian (raw 7.9, n=64)=7.8; LaunchBox Community=7.0
gamegear	ninku	Ninku		6.8	1995-07-21	Sega Enterprises	Sega Enterprises		GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.6, n=16)=6.8; LaunchBox Community=6.8
gamegear	olympic gold barcelona 92	Olympic Gold: Barcelona '92	7.2		1992	Tiertex Ltd.		MobyGames (n=5)=7.2
gamegear	ottifants	Ottifants	7.4	5.6	1993-11-01	Graftgold	Sega Enterprises	MobyGames (n=5)=7.4	GameFAQs community=3.8; LaunchBox community Bayesian (raw 7.8, n=28)=7.6; Legacy community=5.5
gamegear	out run	Out-Run	6.9		1991	Studio 128		MobyGames (n=5)=6.9
gamegear	out run europa	Out-Run Europa	5.9	6.4	1991-01-01	Probe Software	U.S. Gold	MobyGames (n=5)=5.9	LaunchBox community Bayesian (raw 6.2, n=40)=6.4; LaunchBox Community=6.4
gamegear	pac attack	Pac-Attack	7.3	6.3	1994-06-01	Namco	Namco	MobyGames (n=5)=7.3	GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.8, n=30)=6.8; LaunchBox Community=6.3
gamegear	pac man	Pac-Man	7.5	7.3	1991-01-29	Namco	Namco	MobyGames (n=5)=7.5	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.1, n=42)=7.1; LaunchBox Community=7.3
gamegear	paperboy	Paperboy	6.9	5.8	1992-07-01	Tiertex	Tengen	MobyGames (n=5)=6.9	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.1, n=39)=6.3; LaunchBox Community=5.8
gamegear	paperboy 2	Paperboy 2	6.6	5.3	1993-06-01	Manley & Associates	Tengen	MobyGames (n=5)=6.6	GameFAQs community=4.9; LaunchBox community Bayesian (raw 5.0, n=28)=5.5; LaunchBox Community=5.3
gamegear	pengo	Pengo	6.7	6.3	1991-01-01	Sega Enterprises	Sega Enterprises	MobyGames (n=5)=6.7	GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.8, n=41)=6.8; LaunchBox Community=6.3
gamegear	pete sampras tennis	Pete Sampras Tennis	8.3	5.6	1994-08-19	Big Red Software	Codemasters	MobyGames (n=5)=8.3	GameFAQs community=4.0; LaunchBox community Bayesian (raw 7.3, n=23)=7.2; LaunchBox Community=5.6
gamegear	pga tour 96	PGA Tour '96		5.8	1995-01-01	Ceris Software	Black Pearl Software		GameFAQs community=5.2; LaunchBox community Bayesian (raw 6.0, n=19)=6.3; LaunchBox Community=5.8
gamegear	pga tour golf	PGA Tour Golf	6.7	5.2	1993-01-01	Tengen	Tengen	MobyGames (n=5)=6.7	GameFAQs community=4.6; LaunchBox community Bayesian (raw 5.2, n=23)=5.7
gamegear	pga tour golf 2	PGA Tour Golf 2	7.7		1995	Polygames		MobyGames (n=5)=7.7
gamegear	phantasy star adventure	Phantasy Star Adventure		5.9	1992-03-13	Sega Enterprises	Sega Enterprises		GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.2, n=30)=6.4; LaunchBox Community=5.9
gamegear	phantasy star gaiden	Phantasy Star Gaiden		6.6	1992-10-16	Japan System Supply	Sega Enterprises		GameFAQs community=5.5; LaunchBox community Bayesian (raw 7.7, n=31)=7.5; LaunchBox Community=6.6
gamegear	phantom 2040	Phantom 2040		6.0	1995-01-01	Unexpected Development	Viacom New Media		GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.0, n=27)=6.3
gamegear	poker faced paul s blackjack	Poker Faced Paul's Blackjack
gamegear	poker faced paul s gin	Poker Faced Paul's Gin
gamegear	poker faced paul s poker	Poker Faced Paul's Poker
gamegear	poker faced paul s solitaire	Poker Faced Paul's Solitaire
gamegear	power rangers	Power Rangers
gamegear	power rangers the movie	Power Rangers: The Movie
gamegear	power strike 2	Power Strike 2	8.0		1993	Compile		MobyGames (n=5)=8.0
gamegear	predator 2	Predator 2	5.8	5.2	1992-12-01	Teeny Weeny Games	Arena Entertainment	MobyGames (n=5)=5.8	GameFAQs community=4.2; LaunchBox community Bayesian (raw 6.0, n=36)=6.2; LaunchBox Community=5.2
gamegear	primal rage	Primal Rage	6.6	5.2	1995-08-25	Probe Entertainment	Time Warner Interactive	MobyGames (n=5)=6.6	GameFAQs community=4.3; LaunchBox community Bayesian (raw 5.7, n=34)=6.0; LaunchBox Community=5.2
gamegear	prince of persia	Prince of Persia	8.0	7.0	1992-09-01	Domark Software	Domark Software	MobyGames (n=5)=8.0	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.4, n=44)=7.3; LaunchBox Community=7.0
gamegear	psychic world	Psychic World	6.3	7.0	1991-04-26	Sanritsu Denki	Sega of America	MobyGames (n=5)=6.3	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.5, n=43)=7.4; LaunchBox Community=7.0
gamegear	putt and putter	Putt and Putter	5.8	5.6	1991	SIMS Co., Ltd.		MobyGames (n=5)=5.8	GameFAQs community=5.6
gamegear	r b i baseball 94	R.B.I. Baseball '94		5.1	1994-10-01	Al Baker & Associates	Time Warner Interactive		GameFAQs community=4.2; LaunchBox community Bayesian (raw 5.4, n=22)=5.9; LaunchBox Community=5.1
gamegear	r c grand prix	R.C. Grand Prix	6.3	7.1	1992-01-01	Absolute Entertainment	Absolute Entertainment	MobyGames (n=5)=6.3	GameFAQs community=7.2; LaunchBox community Bayesian (raw 6.9, n=28)=6.9; LaunchBox Community=7.1
gamegear	ren and stimpy quest for the shaven yak	Ren and Stimpy: Quest for the Shaven Yak
gamegear	revenge of drancon	Revenge of Drancon		7.1	1990-12-08	Sega Enterprises	Sega of America		GameFAQs community=6.3; LaunchBox community Bayesian (raw 8.1, n=47)=7.9; LaunchBox Community=7.1
gamegear	rise of the robots	Rise of the Robots	3.1	3.6	1994-11-19	Data Design Interactive	Time Warner Interactive	MobyGames (n=5)=3.1	GameFAQs community=1.5; LaunchBox community Bayesian (raw 5.2, n=29)=5.7; LaunchBox Community=3.6
gamegear	ristar the shooting star	Ristar the Shooting Star
gamegear	road rash	Road Rash	8.0	7.1	1994-03-01	Probe Software	U.S. Gold	MobyGames (n=5)=8.0	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.3, n=44)=7.2; LaunchBox Community=7.1
gamegear	robocop 3	Robocop 3	5.2	4.6	1993-11-01	Eden Entertainment Software	Flying Edge	MobyGames (n=5)=5.2	GameFAQs community=3.1; LaunchBox community Bayesian (raw 5.8, n=30)=6.1; LaunchBox Community=4.6
gamegear	robocop versus the terminator	RoboCop Versus The Terminator	7.7	6.7	1993-12-01	NMS Software	Virgin Games	MobyGames (n=5)=7.7	GameFAQs community=6.4; LaunchBox community Bayesian (raw 7.0, n=33)=7.0; LaunchBox Community=6.7
gamegear	ronald in the magical world	Ronald in the Magical World
gamegear	samurai shodown	Samurai Shodown		6.8	1994-01-01	Takara	Takara		GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.0, n=45)=7.0; LaunchBox Community=6.8
gamegear	scratch golf	Scratch Golf	5.7	6.4	1994-03-01	Eleca	Vic Tokai	MobyGames (n=5)=5.7	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.2, n=20)=6.5; LaunchBox Community=6.4
gamegear	sd gundam winner s history	SD Gundam: Winner's History		6.1	1995-03-24	ITL	Bandai		GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.3, n=22)=6.5; LaunchBox Community=6.1
gamegear	sega game pack 4 in 1	Sega Game Pack: 4 in 1	6.9	6.8	1992-12-01	Sega Enterprises	Sega Enterprises	MobyGames (n=5)=6.9	GameFAQs community=6.1; LaunchBox community Bayesian (raw 7.6, n=24)=7.4; LaunchBox Community=6.8
gamegear	shaq fu	Shaq Fu		4.2	1995-01-01	Tiertex	Electronic Arts		GameFAQs community=3.2; LaunchBox community Bayesian (raw 4.4, n=27)=5.1; LaunchBox Community=4.2
gamegear	shining force gaiden final conflict	Shining Force Gaiden: Final Conflict		7.9	1995-06-30	Sonic Co.	Sega Enterprises		GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.0, n=44)=7.8; LaunchBox Community=7.9
gamegear	shining force ii the sword of hajya	Shining Force II: The Sword of Hajya
gamegear	shinobi ii the silent fury	Shinobi II: The Silent Fury	8.5	8.0	1992-12-11	Sega Enterprises	Sega of America	MobyGames (n=5)=8.5	GameFAQs community=7.9; LaunchBox community Bayesian (raw 8.2, n=86)=8.1; LaunchBox Community=8.0
gamegear	simpsons bart vs the space mutants	Simpsons: Bart vs. the Space Mutants	7.7	4.1	1992-01-01	Imagineering Inc.		MobyGames=7.7 (n=5 min)	GameFAQs community=4.1
gamegear	simpsons bart vs the world	Simpsons: Bart vs. the World	6.5	5.1	1993-06-25	Arc Developments	Flying Edge	MobyGames (n=5)=6.5	GameFAQs community=3.5; LaunchBox community Bayesian (raw 6.9, n=35)=6.9; Legacy community=5.0
gamegear	simpsons bartman meets radioactive man	Simpsons: Bartman Meets Radioactive Man	5.7	4.6	1994-02-01	Teeny Weeny Games	Acclaim Entertainment	MobyGames (n=5)=5.7	GameFAQs community=4.2; LaunchBox community Bayesian (raw 4.4, n=31)=5.0; Legacy community=4.6
gamegear	skweek	Skweek	7.6		1991	Loriciels		MobyGames (n=5)=7.6
gamegear	slider	Slider		7.4	1991-01-01	Loriciel	Sega Enterprises		GameFAQs community=6.9; LaunchBox community Bayesian (raw 8.1, n=42)=7.9; LaunchBox Community=7.4
gamegear	smash t v	Smash T.V.	5.0		1992	Williams Electronics Games, Inc.		MobyGames (n=5)=5.0
gamegear	smurfs	Smurfs	7.1	5.8	1994-01-01	Bit Managers	Infogrames	MobyGames (n=5)=7.1	GameFAQs community=4.4; LaunchBox community Bayesian (raw 7.3, n=34)=7.2; Legacy community=5.8
gamegear	solitaire funpak	Solitaire Funpak		6.5	1994-01-01	Beam Software	Interplay Productions		GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.6, n=23)=6.7; LaunchBox Community=6.5
gamegear	solitaire poker	Solitaire Poker	6.9	6.7	1991-01-01	FACE	ASCII	MobyGames (n=5)=6.9	GameFAQs community=7.1; LaunchBox community Bayesian (raw 6.2, n=29)=6.4; LaunchBox Community=6.7
gamegear	sonic blast	Sonic Blast	5.5	5.6	1996-11-14	Aspect	Sega of America	MobyGames (n=5)=5.5	GameFAQs community=5.0; LaunchBox community Bayesian (raw 6.0, n=58)=6.1; LaunchBox Community=5.6
gamegear	sonic chaos	Sonic Chaos
gamegear	sonic drift	Sonic Drift	6.2	5.8	1994-03-18	Sega Enterprises	Sega Enterprises	MobyGames (n=5)=6.2	GameFAQs community=5.0; LaunchBox community Bayesian (raw 6.4, n=64)=6.5; LaunchBox Community=5.8
gamegear	sonic drift 2	Sonic Drift 2	7.7	6.9	1995-11-01	Sega Enterprises	Sega Enterprises	MobyGames (n=5)=7.7	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.2, n=78)=7.2; LaunchBox Community=6.9
gamegear	sonic labyrinth	Sonic Labyrinth	7.1	5.3	1995-10-01	Minato Giken	Sega of America	MobyGames (n=5)=7.1	GameFAQs community=4.6; LaunchBox community Bayesian (raw 5.8, n=59)=6.0; LaunchBox Community=5.3
gamegear	sonic spinball	Sonic Spinball
gamegear	sonic the hedgehog	Sonic the Hedgehog	8.7	7.5	1991-12-28	Ancient	Sega of America	MobyGames (n=5)=8.7	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.6, n=99)=7.5; LaunchBox Community=7.5
gamegear	sonic the hedgehog 2	Sonic the Hedgehog 2	7.4	7.0	1992-11-21	Aspect	Sega of America	MobyGames (n=5)=7.4	GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.1, n=98)=7.1; LaunchBox Community=7.0
gamegear	sonic the hedgehog triple trouble	Sonic the Hedgehog: Triple Trouble	8.1	7.7	1994-11-11	Aspect	Sega Enterprises	MobyGames (n=5)=8.1	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.8, n=110)=7.7; LaunchBox Community=7.7
gamegear	space harrier	Space Harrier	6.6	6.6	1991-11-01	AM R&D Dept. #2	Sega Enterprises	MobyGames (n=5)=6.6	GameFAQs community=5.9; LaunchBox community Bayesian (raw 7.3, n=44)=7.2; LaunchBox Community=6.6
gamegear	spider man	Spider-Man	7.4	6.5	1992-06-01	Sega of America	Flying Edge	MobyGames (n=5)=7.4	LaunchBox community Bayesian (raw 6.4, n=42)=6.5; LaunchBox Community=6.5
gamegear	spider man and x men arcade s revenge	Spider-Man and X-Men: Arcade's Revenge	7.2		1994	Software Creations Ltd.		MobyGames (n=5)=7.2
gamegear	spider man return of the sinister six	Spider-Man: Return of the Sinister Six	6.1	5.9	1993-01-01	B.I.T.S.	Flying Edge	MobyGames (n=5)=6.1	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.7, n=46)=5.9; LaunchBox Community=5.9
gamegear	sports illustrated championship football and baseball	Sports Illustrated: Championship Football & Baseball		5.7	1995-01-01	Unexpected Development	Black Pearl Software		GameFAQs community=4.8; LaunchBox community Bayesian (raw 6.1, n=18)=6.4; LaunchBox Community=5.7
gamegear	sports trivia	Sports Trivia		5.6	1995-01-01	Adrenalin Entertainment	Sega of America		GameFAQs community=5.0; LaunchBox community Bayesian (raw 5.7, n=19)=6.1; LaunchBox Community=5.6
gamegear	sports trivia championship edition	Sports Trivia: Championship Edition		5.6	1995-01-01	Adrenalin Entertainment	Sega of America		GameFAQs community=5.6; LaunchBox community Bayesian (raw 4.8, n=19)=5.6; LaunchBox Community=5.6
gamegear	star gate	Star-Gate	5.9	5.9	1994-01-01	Probe Software	Acclaim Entertainment	MobyGames (n=5)=5.9	LaunchBox community Bayesian (raw 5.4, n=23)=5.9; LaunchBox Community=5.9
gamegear	star trek generations beyond the nexus	Star Trek Generations: Beyond the Nexus		7.3	1994-12-01	Absolute Entertainment	Absolute Entertainment		GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.3, n=26)=7.2
gamegear	star trek tng advanced holodeck tutorial	Star Trek TNG: Advanced Holodeck Tutorial
gamegear	star wars	Star Wars	7.3	6.5	1993-10-01	Tiertex	U.S. Gold	MobyGames (n=5)=7.3	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.8, n=53)=6.8; LaunchBox Community=6.5
gamegear	streets of rage	Streets of Rage	6.5	6.7	1992-12-01	Sega Enterprises	Sega of America	MobyGames (n=5)=6.5	GameFAQs community=6.1; LaunchBox community Bayesian (raw 7.2, n=66)=7.2; LaunchBox Community=6.7
gamegear	streets of rage 2	Streets of Rage 2	8.0	7.5	1993-08-01	Japan System House	Sega of America	MobyGames (n=5)=8.0	GameFAQs community=6.8; LaunchBox community Bayesian (raw 8.2, n=71)=8.1; LaunchBox Community=7.5
gamegear	strider returns	Strider Returns
gamegear	super columns	Super Columns	7.8	7.3	1995-01-01	Sega Enterprises	Sega of America	MobyGames (n=5)=7.8	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.4, n=39)=7.3; LaunchBox Community=7.3
gamegear	super monaco gp	Super Monaco GP	6.7	6.5	1991-01-01	Sega Enterprises	Sega Enterprises	MobyGames (n=5)=6.7	GameFAQs community=6.5; LaunchBox community Bayesian (raw 6.4, n=41)=6.5; LaunchBox Community=6.5
gamegear	super off road	Super Off-Road		5.9	1992-01-01	Graftgold Creative Software	Virgin Games		GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.1, n=36)=6.3; LaunchBox Community=5.9
gamegear	super return of the jedi	Super Return of the Jedi
gamegear	super space invaders	Super Space Invaders		6.6	1993-01-01	Tiertex	Domark		GameFAQs community=6.2; LaunchBox community Bayesian (raw 7.0, n=37)=7.0; LaunchBox Community=6.6
gamegear	superman	Superman
gamegear	surf ninjas	Surf Ninjas	5.9	5.2	1993-08-01	NuFX	Sega of America	MobyGames (n=5)=5.9	GameFAQs community=4.1; LaunchBox community Bayesian (raw 6.2, n=38)=6.4; LaunchBox Community=5.2
gamegear	sylvan tale	Sylvan Tale		7.5	1995-01-27	Sega Enterprises	Sega Enterprises		GameFAQs community=8.0; LaunchBox community Bayesian (raw 7.0, n=39)=7.0; LaunchBox Community=7.5
gamegear	tails adventures	Tails' Adventures
gamegear	tails sky patrol	Tails Sky Patrol	4.5	5.3	1995	SIMS Co., Ltd.		MobyGames (n=5)=4.5	GameFAQs community=5.3
gamegear	tale spin	Tale-Spin		5.7	1993-01-01	Sega Enterprises	Sega of America		LaunchBox community Bayesian (raw 5.4, n=40)=5.7; LaunchBox Community=5.7
gamegear	taz in escape from mars	Taz in Escape from Mars	6.5	6.7	1994-01-01	Al Baker & Associates	Sega of America	MobyGames (n=5)=6.5	GameFAQs community=5.8; LaunchBox community Bayesian (raw 7.6, n=35)=7.5; LaunchBox Community=6.7
gamegear	taz mania the search for the lost seabirds	Taz-Mania: The Search for the Lost Seabirds
gamegear	terminator	Terminator	6.8	4.7	1992-01-01	Probe Software	Virgin Games	MobyGames (n=5)=6.8	GameFAQs community=2.8; LaunchBox community Bayesian (raw 6.5, n=38)=6.6; Legacy community=4.7
gamegear	terminator 2 judgment day	Terminator 2: Judgment Day	6.7	4.7	1993-01-01	Arc Developments	Flying Edge	MobyGames (n=5)=6.7	GameFAQs community=4.2; LaunchBox community Bayesian (raw 4.8, n=36)=5.3; LaunchBox Community=4.7
gamegear	terminator 2 the arcade game	Terminator 2: The Arcade Game
gamegear	tesserae	Tesserae		3.9	1993-11-01	Eurocom Entertainment Software	GameTek		GameFAQs community=2.5; LaunchBox community Bayesian (raw 4.7, n=33)=5.2; LaunchBox Community=3.9
gamegear	tintin au tibet	Tintin au Tibet
gamegear	tom and jerry the movie	Tom and Jerry: The Movie	6.1	6.4	1993-01-01	SIMS	Sega of America	MobyGames (n=5)=6.1	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.5, n=45)=6.6; LaunchBox Community=6.4
gamegear	true lies	True Lies	6.2	6.6	1995-02-01	Beam Software	Acclaim Entertainment	MobyGames (n=5)=6.2	GameFAQs community=6.4; LaunchBox community Bayesian (raw 6.7, n=34)=6.8; LaunchBox Community=6.6
gamegear	ultimate soccer	Ultimate Soccer	7.3	5.8	1993-08-02	Rage Software	Sega Enterprises	MobyGames (n=5)=7.3	GameFAQs community=4.9; LaunchBox community Bayesian (raw 6.4, n=21)=6.6; LaunchBox Community=5.8
gamegear	urban strike	Urban Strike		4.1					GameFAQs community=4.1; Legacy community=4.1
gamegear	vampire master of darkness	Vampire: Master of Darkness	7.9	7.3	1992-10-23	SIMS	Sega of America	MobyGames (n=5)=7.9	GameFAQs community=6.4; LaunchBox community Bayesian (raw 8.2, n=57)=8.0; LaunchBox Community=7.3
gamegear	vr troopers	VR Troopers		5.7	1995-01-01	Syrox Developments	Sega of America		GameFAQs community=5.6; LaunchBox community Bayesian (raw 5.3, n=28)=5.7; LaunchBox Community=5.7
gamegear	wheel of fortune	Wheel of Fortune		6.8	1993-08-01	Imagitec Design	GameTek		LaunchBox community Bayesian (raw 6.8, n=30)=6.8
gamegear	wimbledon	Wimbledon		5.6					GameFAQs community=5.6; Legacy community=5.6
gamegear	winter olympics lillehammer 94	Winter Olympics: Lillehammer '94	6.4		1994	Tiertex Ltd.		MobyGames (n=5)=6.4
gamegear	wizard pinball	Wizard Pinball	7.0	6.1	1995-01-01	Teque London	Domark Software	MobyGames (n=5)=7.0	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.3, n=34)=6.5; LaunchBox Community=6.1
gamegear	wolf child	Wolf-Child	7.1	6.5	1993-01-01	Core Design	Virgin Games	MobyGames (n=5)=7.1	LaunchBox community Bayesian (raw 6.2, n=18)=6.5; LaunchBox Community=6.5
gamegear	wonder boy	Wonder Boy	6.8		1990	Escape		MobyGames (n=5)=6.8
gamegear	wonder boy 3 the dragon s trap	Wonder Boy 3: The Dragon's Trap	7.9		1992	SEGA Enterprises Ltd.		MobyGames (n=5)=7.9
gamegear	woody pop	Woody Pop	6.5	6.6	1991-01-01	Sega Enterprises	Sega of America	MobyGames (n=5)=6.5	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.9, n=39)=6.9; LaunchBox Community=6.6
gamegear	world class leader golf	World Class Leader Golf
gamegear	world cup 94	World Cup '94
gamegear	world cup soccer	World Cup Soccer	8.1	6.3	1993	SIMS Co., Ltd.		MobyGames (n=5)=8.1	GameFAQs community=6.3
gamegear	world series baseball	World Series Baseball		6.6	1993-11-01	ITL	Sega of America		GameFAQs community=6.5; LaunchBox community Bayesian (raw 6.7, n=31)=6.8; LaunchBox Community=6.6
gamegear	world series baseball 95	World Series Baseball '95		6.8	1994-10-01	BlueSky Software	Sega of America		GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.7, n=33)=6.8; LaunchBox Community=6.8
gamegear	wwf raw	WWF Raw	6.1	6.4	1994-01-01	Realtime Associates Seattle Division	Acclaim Entertainment	MobyGames (n=5)=6.1	GameFAQs community=5.8; LaunchBox community Bayesian (raw 7.0, n=36)=7.0; LaunchBox Community=6.4
gamegear	wwf steel cage challenge	WWF: Steel Cage Challenge
gamegear	x men	X-Men		6.2	1994-01-01	Sega of America	Sega of America		GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.2, n=49)=6.3
gamegear	x men gamemaster s legacy	X-Men: GameMaster's Legacy
gamegear	x men mojo s world	X-Men: Mojo's World
gamegear	xaropinho	Xaropinho
gamegear	yogi bear in yogi bear s goldrush	Yogi Bear in Yogi Bear's Goldrush
gamegear	yuu yuu hakusho 2	Yuu Yuu Hakusho 2
gamegear	zoop	Zoop		6.7	1995-01-01	Hookstone	Viacom New Media		GameFAQs community=5.7; LaunchBox community Bayesian (raw 7.9, n=24)=7.6; LaunchBox Community=6.7
gb	1993 collection 128 in 1	1993 Collection 128-in-1
